,predict,grouth_True,class_id
5542,Tổng cộng,Tổng cộng,TOTAL_COST
5543,"118,500","118,500",TOTAL_COST
5544,Vincommerce,VinCommerce,SELLER
5545,VM4 QNH Dư án KDC lấn biên cọc 6,VM+QNH Dư án KDC lấn biển cọc 6,ADDRESS
5546,"DA khu DCLB cọc 8, P. Cảm Sơn","DA khu DCLB cọc 8, P.Cẩm Sơn",ADDRESS
5547,"TP. Câm Phà, T. Quảng Ninh","TP.Cẩm Phả, T.Quảng Ninh",ADDRESS
5548,Ngày bán:14/08/2020 19:15,Ngày bán: 14/08/2020 19:15,TIMESTAMP
5549,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5550,19.600,19.600,TOTAL_COST
5551,Vincommerce,VinCommerce,SELLER
5552,VIN4 QNH Tổ 8 Khu 3B Cầm Trung,VM + ONH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
5553,"Tổ 8, Khu 3B, P. Cảm Trung","Tổ 8, Khu 38, P. Cẩm Trung",ADDRESS
5554,"TP. Cảm Phà, T. Quảng Hình","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
5555,Ngày bán:13/08/2020 12:54,Ngày bán: 13/08/2020 12:54,TIMESTAMP
5556,TỔNG TIỀN PHẢI T.TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
5557,179.000,179.000,TOTAL_COST
5558,Vincommerce,VinCommerce,SELLER
5559,VM4 QNH 112 Thanh Niên,VM+ CNH 112 Thanh Niên,ADDRESS
5560,"Số 112 Thanh Niên, P. Càm Thành","Số 112 Thanh Niên, P.Cẩm Thành",ADDRESS
5561,"TP. Cầm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5562,Ngày bán: 10/08/2020 17:55,ngày bán: 10/08/2020 17:55,TIMESTAMP
5563,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TIMESTAMP
5564,25.900,25.900,TIMESTAMP
5565,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5566,584.000d,"584,000đ",TOTAL_COST
5567,Phúc Anh Minimart,Phúc Anh Minimart,SELLER
5568,248 Cổ Bi - Gia Lâm - Hà Nội,248 Cổ Bi - Gia Lâm - Hà Nội,ADDRESS
5569,Ngày: 14-08-2020,Ngày : 14-08-2020,TIMESTAMP
5570,Khách phải trà,Khách phải trả,TOTAL_COST
5571,"18,000",18.000,TOTAL_COST
5572,Vincommerce,VinCommerce,SELLER
5573,VM4 QNH 88 Trần Phú,VM+ QQNH 86 Trần Phú,ADDRESS
5574,"Só 86 Đường Trần Phú, P. Cầm Tây","Số 86 Đường Trần Phú , P.Cẩm Tây",ADDRESS
5575,"TP Cẩm Phả, T. Quảng Ninh","TP Cẩm Phả, T.Quang Ninh",ADDRESS
5576,Ngày:09/08/2020,Ngày: 09/08/2020,TIMESTAMP
5577,Thời gian:18:04,Thời gian: 18:04,TIMESTAMP
5578,COM GÀ BÁO NGỌC,CƠM GÀ BẢO NGỌC,SELLER
5579,Cs5: 37 Đồng Bông Dịch,Cs 5: 37 Đồng Bông - Dịch,ADDRESS
5580,Vọng Hậu Cầu Giấy-HN,Vọng Hậu- Cầu Giấy - HN,ADDRESS
5581,Ngày: 11/08/2020 - 12:55,Ngày: 11/08/2020 - 12:55,TIMESTAMP
5582,Tổng cộng:,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5583,"1,475,000","1,475,000",TOTAL_COST
5584,Vincommerce,VinCommerce,SELLER
5585,VM% QNH 590 Trần Phú,VM+ QNH 590 Trần Phú,ADDRESS
5586,"Só 590 Trần Phú, P. Cầm Thủy","Số 590 Trần Phú, P. Cẩm Thủy",ADDRESS
5587,"TP. Cầm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5588,Ngày bán: 15/08/2020 08:09,Ngày bán: 15/08/2020 08:09,TIMESTAMP
5589,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5590,6.000,6.000,TOTAL_COST
5591,MINIMARTANAN,MINIMART ANAN,SELLER
5592,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lam,ADDRESS
5593,Ngày: 16/08/2020-17:18,Ngày: 16/08/2020 - 17:18,TIMESTAMP
5594,Tổng cộng:,Tổng cộng,TOTAL_COST
5595,"127,000","127,000",TOTAL_COST
5596,Tổng thanh toán,hồng thanh toán,TOTAL_COST
5597,9.238.110,9.238.110,TOTAL_COST
5598,Vincommerce,VinCommertce,SELLER
5599,VIM 01H 112 Thanh Nien,VM+QNH 112 Thanh Niên,ADDRESS
5600,"Số 112 Thanh Niên, P. Cầm Thanh","Số 112 Thanh Niên, P.Cẩm Thành",ADDRESS
5601,"TP. Cầm Phá, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5602,Ngày bán:12/08/2020 15:11,Ngày bán: 12/08/2020 15:11,TIMESTAMP
5603,"TỜNG TIỀN PHẢI 1, TOÁN",HỒNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5604,3.000,3.000,TOTAL_COST
5605,Vincommerce,Vcommerce,SELLER
5606,VIN 0NH 112 Thanh Hiện,VM + QNH 112 Thanh Niên,ADDRESS
5607,"Số 112 Thạnh Niên, P Cảm Thành","Số 112 Thanh Hiên, P.Cẩm Thành",ADDRESS
5608,Ngày bán: 14/08/2020 06:18,Ngày bán: 14/08/2020 06:16,TIMESTAMP
5609,TỔNG TIỀN PHẢI T.TUÁN,TÒNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5610,19.900,19.900,TOTAL_COST
5611,"A001 Chung Cư Citinc me, P. Cát Lái, Q.2","A001 Chung Cư Citineme, P.Cát Lái, Q.2",ADDRESS
5612,Ngày:,Ngày,TIMESTAMP
5613,11/06/2020 21:07:25,11/06/2020 21:07:25,TIMESTAMP
5614,Tổng tên (VN?),Tổng tiền (VND),TOTAL_COST
5615,Vincommerce,VinCommerce,SELLER
5616,VM4 ONH Tò8 Khu 3B Cầm Trung,VM+ QNH Tổ 8 Khu 3B Cẩm Trung,ADDRESS
5617,"Tổ 8, Khu 3B, P. Cảm Trung","Tổ 8, Khu 3B P . Cẩm Trung",ADDRESS
5618,"TP. Câm Phà, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
5619,Ngày bán: 13/08/2020 14:51,Ngày bán: 13/08/2020 14:51,TIMESTAMP
5620,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5621,199.000,199.000,TOTAL_COST
5622,TÊN ĐỊ LÝ,TEN DAI LY,SELLER
5623,tố 7 wu mình tiến trọc,"TỔ 7 KHU MINH TIẾN A, P.CÂ",ADDRESS
5624,THỦY GIAN,THỜI GIAN,TIMESTAMP
5625,CHU CA 2218,09/08/2020 22:12:15,TIMESTAMP
5626,TẠI QUẤY,Tại Quầy,TOTAL_COST
5627,4.233.105 Đ,4.233.105 Đ,TOTAL_COST
5628,PHÔ MỎ,PHỐ MỎ,SELLER
5629,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy Tinh,Tổ 7 khu Tân Lập 4 - P Cẩm Thuỷ,ADDRESS
5630,- Tp. Cẩm Phả - Quảng Ninh,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
5631,13/08/2020020 21,13/08/2020 - 20:21,TIMESTAMP
5632,Tổng cộng:,Tổng cộng:,TOTAL_COST
5633,"15,000","15,000",TOTAL_COST
5634,- Tiền khách đưa:...,Tiền khách đưa,TOTAL_COST
5635,Tiền thừa:,Tiền thừa,TOTAL_COST
5636,"15,000","15,000",TOTAL_COST
5637,0,0,TOTAL_COST
5638,0,0,TOTAL_COST
5639,"15,000","15,000",TOTAL_COST
5640,Chiết khẩu:,Chiết khấu:,TOTAL_COST
5641,Cộng tiền hàng:,Cộng tiền hàng:,TOTAL_COST
5642,Mười lăm nghìn đồng chẫn,Mười làm nghìn đồng chẵn,TOTAL_COST
5643,Cảm ôn và hẹn gặp lại'm,Cảm ơn và hẹn gặp lại!,TOTAL_COST
5644,Powered by POS365.VN,Powered by POS365.VN,TOTAL_COST
5645,15.000,15.000,TOTAL_COST
5646,Trà Đào Nha Đam Trị,Trà Đào Nha Đam,TOTAL_COST
5647,Đơn giá,Đơn giá,TOTAL_COST
5648,SL,SL,TOTAL_COST
5649,Thành tiền,Thành tiền,TOTAL_COST
5650,"15,000","15,000",TOTAL_COST
5651,Địa chỉ:,Địa chỉ:,TOTAL_COST
5652,SĐT:,SĐT,TOTAL_COST
5653,Khách hàng:,Khách hàng,TOTAL_COST
5654,1986-58 - HD130820-0016 - Bản : MANG VÊ[A],Số HD130820 0016 - Bàn : MANG VỀ [A],TOTAL_COST
5655,CÓ HÓA ĐƠN BÁN HÀNG,HOÁ ĐƠN BÁN HÀNG,TOTAL_COST
5656,ĐT: 0858.931.931,ĐT: 0858.931931,TOTAL_COST
5657,PHÔ MỎ,PHỐ MỎ,SELLER
5658,Tổ 7 khu Tân Lập 4 - P.Cấm Thủy Thán,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
5659,- Tp. Cẩm Phả - Quảng Ninh Trị,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
5660,13/08/2020 - 22:04,13/08/2020 - 22:04,TIMESTAMP
5661,Tổng cộng:,Tổng cộng:,TOTAL_COST
5662,"15,000","15,000",TOTAL_COST
5663,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5664,Ngày bán: 27/07/202012 Bản,Ngày bán: 27/07/2020 20:35,TIMESTAMP
5665,Vincommerce,VinCommerce,SELLER
5666,VM% HN1 32 Láng Trung,VM + HN 32 Láng Trung,ADDRESS
5667,"Số 32 ngô Láng Trung, P. Làng Hạ","Số 32 ngõ Láng Trung, P. Láng Hà",ADDRESS
5668,"Q. Đồng Đa, Hà Nội","Q.Đống Đa, Hà Nội",ADDRESS
5669,MINIMART ANAN,MINIMART ANAN,SELLER
5670,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5671,Ngày: 13/08/2020-10:54,Ngày: 13/08/2020 - 10:54,TIMESTAMP
5672,Tổng cộng,Tổng cộng,TOTAL_COST
5673,"45,000","45,000",TOTAL_COST
5674,Vincommerce,VinCommerce,SELLER
5675,"Só 36 Đường Trần Phú, P. Cầm Tây",Số 36 Đường Trần Phú P. Cẩm Tây,ADDRESS
5676,"TP Cảm Phá, T. Quảng Ninh.","TP Cẩm Phả, T. Quảng Ninh.",ADDRESS
5677,Ngày bán:08/08/2020 20:50,Ngày bán: 08/08/2020 20:50,TIMESTAMP
5678,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5679,61.800,61.800,TOTAL_COST
5680,MINIMART ANAN,MINIMART ANAN,SELLER
5681,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5682,Ngày: 16/08/2020-08:45,Ngày: 16/08/2020 08:08:45,TIMESTAMP
5683,"110,000","110,000",TOTAL_COST
5684,Tổng cộng,Tổng cộng cộng,TOTAL_COST
5685,Vincommerce,VinCommerce,SELLER
5686,VM? ONH 590 Trần Phú,VM+QNH 590 Trần Phú,ADDRESS
5687,"Số 500 Trần Phú A, Cảm Thủy",Số 590 Trần Phú P. Cẩm Thuỷ,ADDRESS
5688,"TP. Cầm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5689,Ngày bán: 15/08/2020 08:52,Ngày bán: 15/08/2020 08:52,TIMESTAMP
5690,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5691,313.314,313.313,TOTAL_COST
5692,Vincommerce,VinCommerce,SELLER
5693,VM? HN1 32 Láng Trung,VM + HNI 32 Láng Trung,ADDRESS
5694,"2, Đóng Đa, Hà Nội","Q. Đống Đa, Hà Nội",ADDRESS
5695,Ngày bán:02/08/2020 12:39,Ngày bán: 02/08/2020 12:39,TIMESTAMP
5696,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5697,"101,100",101100,TOTAL_COST
5698,Vincommerce,VinCommerce,SELLER
5699,VM% ONH 1080-1062 Trần Phú,VM + QNH 1060-1062 Trần Phú,ADDRESS
5700,Số 1060-1062 Đường Trần Phú,Số 10604062 Duong Trần Phú,ADDRESS
5701,"TP. Càm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5702,Ngày bán:13/08/2020 20:49,Ngày bán: 13/08/2020 20:49,TIMESTAMP
5703,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5704,60.000,60.000,TOTAL_COST
5705,Vincommerce,VitCommerce,SELLER
5706,Điều VM1 0NH 112 Thanh Niên,VMA+QNH 112 Thanh Niên,ADDRESS
5707,"Số 112 Thanh Niên, P. Cầm Thành","Số 112 Thanh Niên, P. Cẩm Thành",ADDRESS
5708,"TP. Cẩm Phá, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
5709,Ngày bán:14/08/2020 10:01,Ngày bán: 14/08/2020 10:01,TIMESTAMP
5710,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5711,49.500,49.500,TOTAL_COST
5712,Vincommerce,VinCommerce,SELLER
5713,VIII 4 ANH 1080-1082 TRẦN PHÚ,VN+ QNH 1060-1062 Trần Phú,ADDRESS
5714,Số 1060-1062 Đường Trần Phú,Số 10404062 Đường Trần Phú,ADDRESS
5715,"TP Cầm Phá, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5716,Ngày bán:13/08/2020 19:37,Ngày bán: 13/08/2020 19:37,TIMESTAMP
5717,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5718,151.825,151.825,TOTAL_COST
5719,Vincommerce,VinCommerce,SELLER
5720,VM% anh 1060-1062 Trần Phú,VM+QNH 1060-1062 Trần Phú,ADDRESS
5721,Số 1060-1062 Đường Trần Phú,Số 10601062 Đường Trần Phú,ADDRESS
5722,"TP. Cầm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5723,Ngày bán: 15/08/2020 10,Ngày bán: 15/08/2020 10:46,TIMESTAMP
5724,TỜNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5725,108.256,108.256,TOTAL_COST
5726,THỨC COFFEE,THỨC COFFEE,SELLER
5727,"22 Quang Trung, P10, Gò Vấp","22 Quang Trung, P10, Gò Vấp",ADDRESS
5728,Ngày: 31.03.2019,Ngày: 31-03-2019,TIMESTAMP
5729,Tiền Thanh Toán:,Tiền thanh toán:,TOTAL_COST
5730,55 000,55 000,TOTAL_COST
5731,Vincommerce,VinCommerce,SELLER
5732,VM% CNH 112 Thanh Niên Thị,VM + QNH 112 Thanh Niên,ADDRESS
5733,"Số 112 Thanh Niên, P. Cầm Thành","Số 112 Thanh Năm, P. Cẩm Thành",ADDRESS
5734,"TP. Cảm Phà, Quảng Hình","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5735,10 Ngày bán:10/08/2020 06:17,Ngày bán: 10/08/2020 06:17,TIMESTAMP
5736,TỔNG TIỀN PHẢI T. TCÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5737,39.000,39.000,TOTAL_COST
5738,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5739,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5740,Thời gian:16:09:43 - 14/08/2020,Thời gian: 16:09:43 - 14/08/2020,TIMESTAMP
5741,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5742,14.0008,"14,000đ",TOTAL_COST
5743,Vincommerce,VinCommerce,SELLER
5744,VM4 QNH 86 Trần Phú,VM + QNH 86 Trần Phú,ADDRESS
5745,"Só 86 Đường Trần Phú, P. Cảm Tây","Số 86 Đường Trần Phú, P.Cẩm Tây",ADDRESS
5746,"TP Cảm Pha, T. Quảng Ninh.",TP Cẩm Phả T. Quảng Ninh,ADDRESS
5747,Ngày bán: 10/08/2020 10:00,Ngày bán: 10/08/2020 10:00,TIMESTAMP
5748,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5749,120.800,120.800,TOTAL_COST
5750,Vincommerce,VinCommerce,SELLER
5751,VM% ONH Dư án quý đất đường sắt,VM + QNH Dự án quỹ đất đường sắt,ADDRESS
5752,DA QĐ dọc tuyến ĐS Tổ 3 Khu 2,DA QĐ dọc tuyến ĐS Tổ 3 Khu 2,ADDRESS
5753,"P. Cảm Sơn, TP. Cầm Phà, T. QN","P.Cẩm Sơn, TP.Cẩm Phả, T.QN",ADDRESS
5754,Ngày bán: 14/08/2020 19:22,Ngày bán: 14/08/2020 19:22,TIMESTAMP
5755,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5756,41.600,41.600,TOTAL_COST
5757,Biêu thị thứ cung PET YÊU,Siêu thị thú cưng PET YÊU,SELLER
5758,Đìa chính 110 Nữ Trang Long - Phường 14,Địa chỉ: 11B Nơ Trang Long - Phường 14,ADDRESS
5759,"Quận Dinh Thạnh, Hồ Chí Minh","Quận Bình Thạnh, Hồ Chí Minh",ADDRESS
5760,Ngày 17 tháng 08 năm 2020,Ngày 17 tháng 08 năm 2020,TIMESTAMP
5761,"Tổng thanh toán: 63,000",Tổng thanh toán: 63.000,TOTAL_COST
5762,Vincommerce,VinCommerce,SELLER
5763,VM4 QNH 112 Thanh Niên,VM+QNH 112 Thanh Niên,ADDRESS
5764,"Số 112 Thanh Niên, P. Cảm Thành",Số 112 Thanh Niên. P. Cẩm Thành,ADDRESS
5765,"TP. Câm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5766,Ngày bán: 12/08/2020 21:16,Ngày bán: 12/08/2020 21:16,TIMESTAMP
5767,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5768,53.400,53.400,TOTAL_COST
5769,MINIMART ANAN,MINIMART ANAN,SELLER
5770,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5771,Ngày: 16/08/2020-18:26,Ngày: 16/08/2020 - 18:26,TIMESTAMP
5772,Tổng tiền,Tổng tiền,TOTAL_COST
5773,"295,008","295,008",TOTAL_COST
5774,Vincommerce,VinCommerce,SELLER
5775,VM% ONH 112 Thanh Niên,VMH+QNH 112 Thanh Niên,ADDRESS
5776,"Số 112 Thanh Niên, P. Cảm Thành","Số 112 Thanh Mận, P.Cẩm Thành",ADDRESS
5777,"TP. Cầm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
5778,Ngày bán:09/08/2020 10:28,Ngày bán: 09/08/2020 10:28,TIMESTAMP
5779,TỔNG TIẾN PHẢI T. TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
5780,15.000,5.000,TOTAL_COST
5781,Phúc Anh Minimart,Phúc Anh Minimart,SELLER
5782,Ngày: 14-08-2020,Ngày: 14-08-2020,TIMESTAMP
5783,Khách phải trả,Khách phải trả,TOTAL_COST
5784,"224,000","224,000",TOTAL_COST
5785,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5786,Đc: 212 Đường Trấn Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5787,Thời gian:09:33:26 - 13/08/2020,Thời gian 09:33:26 - 13/08/2020,TIMESTAMP
5788,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5789,134.000d,"134,000đ",TOTAL_COST
5790,MINIMART ANAN,MINIMART ANAN,SELLER
5791,Chỷ Sơn Phủ Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5792,Ngày 18/08/2020-18.57,Ngày: 16/08/2020 - 19:57,TIMESTAMP
5793,Tổng tiền,Tổng tiền,TOTAL_COST
5794,"479,000","479,000",TOTAL_COST
5795,SCTC CÔ THỎ 104 TRẦN PHÚ - CẤM,SCTC CÔ THỎ 104 TRẦN PHÚ - CẨM,SELLER
5796,PHẢ,PHA,SELLER
5797,"104 Trăn Phú - phường Cẩm Tây, Thành phố Cấm",104 Trần Phú phường Cẩm Tây Thành phố Cẩm,ADDRESS
5798,Phả - Quảng Ninh,Phả Quảng Ninh,ADDRESS
5799,Ngày: 09/08/2020 (07-43 CH-07:43 CH),Ngày 09/08/2020 (07:73) CH 07:43 CH,TIMESTAMP
5800,Tổng thanh toán,Tổng thanh toán,TOTAL_COST
5801,140.000,140.000đ,TOTAL_COST
5802,Co.op Saigon Co.55x-PARK,Sai gon co.op co.op Food HN THE K - PARK,SELLER
5803,BOOKING,"Tang 1,SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5804,Ngay: 20/09/2019,Ngày: 20/09/2019 10:23:36,TIMESTAMP
5805,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5806,NHÀ SÁCH GD-TC CÁM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5807,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5808,Thời gian 09:58:54 - 15/08/2020,Thời gian: 09:58:54 - 15/08/2020,TIMESTAMP
5809,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
5810,48.000d,48.000đ,TOTAL_COST
5811,Co.0P Saigon C0:0PK-PARK,Sì gon Co.op Co.op Food HN THE K-PARK,SELLER
5812,BELLIES,"Tang 1, SH42 - Toa K3, Cong trinh chung cu",ADDRESS
5813,Ngay: 19/09/2019 18:38:08,Ngày: 19/09/2019 18:38:08,TIMESTAMP
5814,Tong so tien thanh toan:,Tong so tien thanh toan:,TOTAL_COST
5815,SCTC CÔ THỎ 104 TRẦN PHÚ - CẤM,SCTC CÔ THỎ 104 TRẦN PHÚ - CẨM,SELLER
5816,PHẢ,PHẢ,SELLER
5817,104 Trần Phú - phường Cấm Tây - Thành phố Cấm,104 Trần Phú - phường Cẩm Tây - Thành phố Cẩm,ADDRESS
5818,Ngày: 09/08/2020 (07:57 CH - 07:57 CH),Ngày: 09/08/2020 (07:57 CH - 07:57 CH),TIMESTAMP
5819,Phá - Quảng Ninh,Phả - Quảng Ninh,ADDRESS
5820,Tổng thanh toán,Tổng thanh toán,TOTAL_COST
5821,85.000d,85.000đ,TOTAL_COST
5822,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
5823,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú - Cẩm Phả,ADDRESS
5824,Thời gian:10:33:01 - 13/08/2020,Thời gian: 10:33:01-13/08/2020,TIMESTAMP
5825,Tổng số thanh toán:,Tổng số thanh toán:,TOTAL_COST
5826,23.000,23.000đ,TOTAL_COST
5827,bách hóa xanh,BÁCH HOÁ XANH,SELLER
5828,"116-118 Vĩnh Hồ Phường Quân 4, Thành","116-118 Vĩnh Hội, Phường 04, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",ADDRESS
5829,Ngày CT,Ngày CT: 11/08/2020 18:57,TIMESTAMP
5830,Tổng tiền,"Tổng tiền: 218,770",TOTAL_COST
5831,Vincommerce,VinCommerce,SELLER
5832,VIN% ONH 690 Trần Phú,VM+ QNH 580 Trần phú,ADDRESS
5833,"Số 590 Trần Phú, P. Cảm Thúy",Số 590 Trần Phú. P. Cẩm Thuỷ,ADDRESS
5834,TR. Cảm Phà Quảng Ninh,"TP. Cẩm Phả, Quảng Ninh",ADDRESS
5835,Ngày bán:14/08/2020 07:56,Ngày bán: 14/08/2020 07:56,TIMESTAMP
5836,TỔNG TIẾN PHẢI T.TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
5837,19.500,19.500,TOTAL_COST
5838,Vincommerce,VinCommerce,SELLER
5839,"VM% ONH Tô 7, Khu Minh Tiến A","VM+ QNH Tổ 7, khu Minh Tiến A",ADDRESS
5840,"T6 7, Khu Minh Tiến A","Tổ 7, Khu Minh Tiến A",ADDRESS
5841,"P. Cầm Bình, TP. Cẩm Phá, QNH",P. Cẩm Bình. TP. Cẩm Phả. QNH,ADDRESS
5842,11 Ngày bán:09/08/2020 09:28,Ngày bán: 09/08/2020 09:28,TIMESTAMP
5843,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5844,240.700,240.700,TOTAL_COST
5845,Vincommerce,VinCommerce,SELLER
5846,"VM% Cnh T67, Khu Minh The A","VM+ QNH Tổ 7, khu Minh Tiến A",ADDRESS
5847,"T61, Khu Minh Tiến A","Tổ 7 , Khu Minh Tiến A",ADDRESS
5848,"TP. Cầm Bình, TP. Cầm Pha, Onh","P. Cẩm Bình, TP. Cẩm Phả, QNH",ADDRESS
5849,Ngày: 15/08/2020,Ngày: 15/08/2020,TIMESTAMP
5850,Thời gian:09:17,Thời gian: 09:17,TIMESTAMP
5851,Guitar Cafe,Guitar Cafe,SELLER
5852,"28 Phan Chu Trình, Hiệp Phú, Quận 9, Hồ","P8 Phan Chu Trinh, Hiệp Phú, Quận 9, Hồ",ADDRESS
5853,Ngày lập: 03/10/2020,Ngày 18/03/10/2020,TIMESTAMP
5854,"Thành tiên: 35,000","Thành tiền: 35,000",TOTAL_COST
5855,Vincommerce,VinCommerce,SELLER
5856,VIM? ONH Dy án KDC lấn biến cọc 6,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
5857,DA khu ĐCLB các 6 P Cảm Sơn Thị,DA khu DCL B cac B P.Cẩm Sơn,ADDRESS
5858,"TP. Cầm Phà, T. Quảng Ninh",TP.Cẩm Phả T.Quảng Ninh,ADDRESS
5859,Ngày bán:12/08/2020 17:13,Ngày bán: 12/08/2020 17:13,TIMESTAMP
5860,TỔNG TIẾN PHẢI T. TOÁN,HỒNG TIỀN PHẢI T.TOÁN,TOTAL_COST
5861,42.543,42.543,TOTAL_COST
5862,MINIMART ANAN,MINIMART ANAN,SELLER
5863,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5864,Ngày: 10/08/2020-08:08,Ngày: 10/08/2020 - 08:08,TIMESTAMP
5865,Tổng cộng:,Tổng cộng :,TOTAL_COST
5866,"25,000","25,000",TOTAL_COST
5867,MINIMART ANAN,MINIMART ANAN,SELLER
5868,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
5869,Ngày: 10/08/2020-16:51,Ngày: 10/08/2020-16:51,TIMESTAMP
5870,Tiền khách trả:,Tiền khách trả:,TOTAL_COST
5871,"200,000","200,000",TOTAL_COST
5872,Vincommerce,VinCommerce,SELLER
5873,VM% QNH Dư án KDC lấn biến coc 6,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
5874,"DA khu DCLB cọc 6, P. Câm Sơn","DA khu DCLB coc 6,P.Cẩm Sơn",ADDRESS
5875,"TP. Câm Phà, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
